Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-19 08:26:40.694,0.058,TCP  ,OPENSTACK_NET,65343,EXT_SERVER,8000.0,5,     533,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:26:42.350,13.807,TCP  ,10006_27,25613,EXT_SERVER,22.0,19,    2619,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:26:42.350,13.807,TCP  ,EXT_SERVER,22,10006_27,25613.0,27,    3839,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 07:31:49.458,30.996,TCP  ,10004_36,54087,EXT_SERVER,22.0,1,      60,1,....S.,0,suspicious,---,---,---
2017-03-19 07:31:49.458,30.996,TCP  ,EXT_SERVER,22,10004_36,54087.0,6,     360,1,.A..S.,0,suspicious,---,---,---
2017-03-19 08:30:43.898,0.0,TCP  ,16212_92,43974,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:30:43.898,0.0,TCP  ,EXT_SERVER,23,16212_92,43974.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:30:31.079,19.803,TCP  ,10004_36,44928,EXT_SERVER,22.0,6,     353,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:30:31.079,19.803,TCP  ,EXT_SERVER,22,10004_36,44928.0,11,    3716,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:30:45.082,6.548,TCP  ,10006_27,28770,EXT_SERVER,22.0,7,     413,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:30:45.082,6.548,TCP  ,EXT_SERVER,22,10006_27,28770.0,9,    3543,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:31:05.253,7.293,TCP  ,10004_36,14918,EXT_SERVER,22.0,6,     322,1,.A.RS.,0,suspicious,---,---,---
2017-03-19 08:31:05.253,7.293,TCP  ,EXT_SERVER,22,10004_36,14918.0,4,     265,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 08:31:31.636,0.0,TCP  ,16213_62,15298,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:31:31.636,0.0,TCP  ,EXT_SERVER,23,16213_62,15298.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:28:40.253,0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60606.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.253,0.061,TCP  ,OPENSTACK_NET,60606,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.253,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60607.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.253,0.072,TCP  ,OPENSTACK_NET,60607,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.570,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65376.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.570,0.052,TCP  ,OPENSTACK_NET,65376,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.571,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65377.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:28:40.571,0.049,TCP  ,OPENSTACK_NET,65377,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:29:37.175,122.967,TCP  ,10004_36,61251,EXT_SERVER,22.0,4,     210,1,.A.RS.,0,suspicious,---,---,---
2017-03-19 08:29:37.175,122.967,TCP  ,EXT_SERVER,22,10004_36,61251.0,5,     309,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:31:48.284,6.306,TCP  ,10004_36,62932,EXT_SERVER,22.0,8,     427,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:31:48.284,6.306,TCP  ,EXT_SERVER,22,10004_36,62932.0,9,    4445,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 07:31:58.469,120.431,TCP  ,10004_36,35129,EXT_SERVER,22.0,4,     231,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 07:31:58.469,120.431,TCP  ,EXT_SERVER,22,10004_36,35129.0,12,    8481,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:32:02.871,5.657,TCP  ,10006_27,35222,EXT_SERVER,22.0,7,     441,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:32:02.871,5.657,TCP  ,EXT_SERVER,22,10006_27,35222.0,8,    1564,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:32:14.505,0.0,TCP  ,16214_105,50418,EXT_SERVER,2323.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:32:14.505,0.0,TCP  ,EXT_SERVER,2323,16214_105,50418.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:29:26.278,15.512,TCP  ,10006_27,12408,EXT_SERVER,22.0,16,    2227,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:29:26.278,15.512,TCP  ,EXT_SERVER,22,10006_27,12408.0,23,    4364,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:33:30.960,0.0,TCP  ,15944_209,52247,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:33:30.960,0.0,TCP  ,EXT_SERVER,23,15944_209,52247.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:34:01.079,0.0,TCP  ,14119_22,57675,EXT_SERVER,1755.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:34:01.079,0.0,TCP  ,EXT_SERVER,1755,14119_22,57675.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:34:10.387,0.0,TCP  ,11352_61,30526,EXT_SERVER,44818.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:34:10.387,0.0,TCP  ,EXT_SERVER,44818,11352_61,30526.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:34:18.852,0.404,TCP  ,16215_166,49054,EXT_SERVER,3389.0,2,      92,1,...RS.,0,suspicious,---,---,---
2017-03-19 08:34:18.852,0.404,TCP  ,EXT_SERVER,3389,16215_166,49054.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:31:40.207,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60654.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.207,0.074,TCP  ,OPENSTACK_NET,60654,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.209,0.104,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60655.0,7,    1723,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.209,0.104,TCP  ,OPENSTACK_NET,60655,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.257,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60656.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.257,0.057,TCP  ,OPENSTACK_NET,60656,EXT_SERVER,8000.0,5,     540,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.257,0.045,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60657.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.257,0.045,TCP  ,OPENSTACK_NET,60657,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.572,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65426.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.572,0.053,TCP  ,OPENSTACK_NET,65426,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.572,0.038,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65427.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.572,0.038,TCP  ,OPENSTACK_NET,65427,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.583,0.046,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65428.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:40.583,0.046,TCP  ,OPENSTACK_NET,65428,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.105,0.041,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60660.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.105,0.041,TCP  ,OPENSTACK_NET,60660,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.378,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65429.0,7,    1723,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.378,0.067,TCP  ,OPENSTACK_NET,65429,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.379,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65430.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:31:42.379,0.059,TCP  ,OPENSTACK_NET,65430,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:46.977,13.363,TCP  ,10004_36,49597,EXT_SERVER,22.0,5,     285,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:34:46.977,13.363,TCP  ,EXT_SERVER,22,10004_36,49597.0,8,    1489,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 08:35:03.774,6.747,TCP  ,10006_27,41496,EXT_SERVER,22.0,9,     553,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:35:03.774,6.747,TCP  ,EXT_SERVER,22,10006_27,41496.0,12,    1800,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:33:17.496,121.339,TCP  ,10004_36,15565,EXT_SERVER,22.0,4,     231,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:33:17.496,121.339,TCP  ,EXT_SERVER,22,10004_36,15565.0,13,    6849,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:35:32.746,9.732,TCP  ,10004_36,13941,EXT_SERVER,22.0,6,     361,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:35:32.746,9.732,TCP  ,EXT_SERVER,22,10004_36,13941.0,9,    1517,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:35:44.304,0.086,TCP  ,16216_176,43744,EXT_SERVER,80.0,2,      92,1,...RS.,0,unknown,---,---,---
2017-03-19 08:35:44.304,0.086,TCP  ,EXT_SERVER,80,16216_176,43744.0,1,      44,1,.A..S.,0,unknown,---,---,---
2017-03-19 08:35:45.316,0.259,TCP  ,16216_176,48692,EXT_SERVER,80.0,13,     666,1,.APRS.,0,unknown,---,---,---
2017-03-19 08:35:45.316,0.259,TCP  ,EXT_SERVER,80,16216_176,48692.0,7,   11967,1,.AP.SF,0,unknown,---,---,---
2017-03-19 08:37:02.627,13.723,TCP  ,10004_36,29773,EXT_SERVER,22.0,6,     977,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:37:02.627,13.723,TCP  ,EXT_SERVER,22,10004_36,29773.0,11,    5509,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:37:28.250,0.0,TCP  ,EXT_SERVER,23,15484_77,7334.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:37:28.250,0.0,TCP  ,15484_77,7334,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:33:43.662,52.001,TCP  ,10006_27,21490,EXT_SERVER,22.0,7,     459,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:33:43.662,52.001,TCP  ,EXT_SERVER,22,10006_27,21490.0,13,    2000,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:36:27.752,70.07,TCP  ,10006_27,32935,EXT_SERVER,22.0,8,     496,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:36:27.752,70.07,TCP  ,EXT_SERVER,22,10006_27,32935.0,14,    5939,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:34:40.255,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60707.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.255,0.058,TCP  ,OPENSTACK_NET,60707,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.255,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60708.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.255,0.074,TCP  ,OPENSTACK_NET,60708,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.583,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65479.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.583,0.056,TCP  ,OPENSTACK_NET,65479,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.583,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65480.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:34:40.583,0.053,TCP  ,OPENSTACK_NET,65480,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:32:34.274,128.228,TCP  ,10004_36,58773,EXT_SERVER,22.0,6,     320,1,.A..SF,0,suspicious,---,---,---
2017-03-19 08:32:34.274,128.228,TCP  ,EXT_SERVER,22,10004_36,58773.0,8,     537,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:37:46.459,9.301,TCP  ,10004_36,40804,EXT_SERVER,22.0,6,     334,1,.A.RS.,0,suspicious,---,---,---
2017-03-19 08:37:46.459,9.301,TCP  ,EXT_SERVER,22,10004_36,40804.0,7,     478,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 08:37:49.453,5.547,TCP  ,10006_27,32626,EXT_SERVER,22.0,7,     420,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:37:49.453,5.547,TCP  ,EXT_SERVER,22,10006_27,32626.0,9,    1599,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:34:00.995,120.44,TCP  ,10004_36,27554,EXT_SERVER,22.0,5,     283,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:34:00.995,120.44,TCP  ,EXT_SERVER,22,10004_36,27554.0,13,    8605,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:39:14.232,7.638,TCP  ,10006_27,21469,EXT_SERVER,22.0,8,     501,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:39:14.232,7.638,TCP  ,EXT_SERVER,22,10006_27,21469.0,10,    1684,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:36:40.206,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60741.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.206,0.075,TCP  ,OPENSTACK_NET,60741,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.208,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60742.0,7,    1723,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.208,0.088,TCP  ,OPENSTACK_NET,60742,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.589,0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65513.0,7,     561,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.589,0.051,TCP  ,OPENSTACK_NET,65513,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.700,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65514.0,7,    1723,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:36:40.700,0.076,TCP  ,OPENSTACK_NET,65514,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:40:36.060,0.0,TCP  ,16217_56,37574,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:40:36.060,0.0,TCP  ,EXT_SERVER,23,16217_56,37574.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:40:36.069,0.0,TCP  ,16217_56,38791,EXT_SERVER,2323.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:40:36.069,0.0,TCP  ,EXT_SERVER,2323,16217_56,38791.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:38:29.502,127.85,TCP  ,10004_36,35177,EXT_SERVER,22.0,6,     330,1,.A.RS.,0,suspicious,---,---,---
2017-03-19 08:38:29.502,127.85,TCP  ,EXT_SERVER,22,10004_36,35177.0,8,     505,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:37:40.265,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60759.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.265,0.049,TCP  ,OPENSTACK_NET,60759,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.265,0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60760.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.265,0.071,TCP  ,OPENSTACK_NET,60760,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.569,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65533.0,7,     702,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.569,0.05,TCP  ,OPENSTACK_NET,65533,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.569,0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65534.0,7,     556,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:40.569,0.051,TCP  ,OPENSTACK_NET,65534,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:42.338,0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49159.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:42.338,0.051,TCP  ,OPENSTACK_NET,49159,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:42.635,0.045,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60761.0,7,     639,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:37:42.635,0.045,TCP  ,OPENSTACK_NET,60761,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---
2017-03-19 08:40:45.500,5.853,TCP  ,10004_36,34345,EXT_SERVER,22.0,7,     396,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:40:45.500,5.853,TCP  ,EXT_SERVER,22,10004_36,34345.0,6,     397,1,.AP.S.,0,suspicious,---,---,---
2017-03-19 08:36:18.498,98.38,TCP  ,10004_36,32992,EXT_SERVER,22.0,6,     413,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:36:18.498,98.38,TCP  ,EXT_SERVER,22,10004_36,32992.0,13,    6789,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:41:06.209,0.0,TCP  ,16218_38,56596,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---
2017-03-19 08:41:06.209,0.0,TCP  ,EXT_SERVER,23,16218_38,56596.0,1,      40,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:39:48.304,100.064,TCP  ,10163_29,64900,EXT_SERVER,80.0,6,     387,1,  0xdb,0,unknown,---,---,---
2017-03-19 08:39:48.304,100.064,TCP  ,EXT_SERVER,80,10163_29,64900.0,5,     779,1,.APRSF,0,unknown,---,---,---
2017-03-19 08:41:28.902,5.847,TCP  ,10004_36,33188,EXT_SERVER,22.0,6,     353,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:41:28.902,5.847,TCP  ,EXT_SERVER,22,10004_36,33188.0,5,    1285,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:41:56.556,1.034,TCP  ,16219_248,2842,EXT_SERVER,445.0,3,     144,1,....S.,0,suspicious,---,---,---
2017-03-19 08:41:56.556,1.034,TCP  ,EXT_SERVER,445,16219_248,2842.0,3,     120,1,.A.R..,0,suspicious,---,---,---
2017-03-19 08:40:01.117,121.726,TCP  ,10004_36,24124,EXT_SERVER,22.0,5,     289,1,.APRS.,0,suspicious,---,---,---
2017-03-19 08:40:01.117,121.726,TCP  ,EXT_SERVER,22,10004_36,24124.0,7,    1430,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:42:12.660,8.871,TCP  ,10004_36,35125,EXT_SERVER,22.0,5,     301,1,.APRSF,0,suspicious,---,---,---
2017-03-19 08:42:12.660,8.871,TCP  ,EXT_SERVER,22,10004_36,35125.0,7,    1405,1,.AP.SF,0,suspicious,---,---,---
2017-03-19 08:42:23.022,0.0,TCP  ,EXT_SERVER,23,16220_253,15049.0,1,      40,1,.A.R..,0,suspicious,---,---,---
